dialogue_id,conversation_transcript,label,likert_evaluation,hal16_score,likert_evaluation_mean,cv,elapsed_time
44,"I: good morning . hows your day going ?
W: slow . school today , my lst year thank god .
I: high school or college ? i am eating sardines , my life is so exciting .
W: high school . i am going to med school after i finish . auburn u
I: that sounds nice , did not finish myself , spend my days with my dogs and cleaning theaters .
W: well i am only 17 , would rather do something with fashion though
I: why not do that instead ? why med school ?
W: cause my pops wants it . one of those things .
I: well it is a good career , better than my jaunt into competitive frisbee .
W: lol ! try racing a beetle , that was something dad said no to right away
I: yeah i can imagine . those are dangerous . just waite till your on your own .
W: i do not want that day to come . i want to hold onto my youth !
I: i do not blame you , i would rather go back to being a kid myself .
W: oh i miss the days of crayons being my hardest decision already
I: yeah wait as long as you can for the adult game .
W: he advice i have gotten thus far is tht credit scores are real
",1,"[5, 1, 1, 5, 5, 5, 4, 1, 3, 1, 4, 4, 4, 4, 1, 5]",4.4114409386,3.3125,0.1679842102,37.2218799591
27,"I: hi . how are you ? sittin on the beach myself .
W: hello , i am ok just hanging out here . do you have pets ?
I: no , no pets . but i loves horses , they are my favorite .
W: i work as a carpenter , stay at home mostly . kinda a loner
I: i like to build things . my pops sell cars but that is not for me .
W: i can not see my self as a salesman not good at socializing
I: i feel ya on that . i have social anxiety . hate going out .
W: i use to drink a lot and since i quit so did my friends
I: that is a good thing to quit . that is a biased opinion though .
W: i would agree that is it good . my friends were not true friends
I: nope . not if they bailed like that . that is garbage .
W: well that is human nature min . you are no fun people run .
I: i do not drink and we have a blast . we smoke though . a lot .
W: lol that can be just has fun or bad just depends if you are responsible
I: we are all responsible . but we still smoke a lot . makes the days easier .
W: i can see that , i did some back in my younger days
",1,"[5, 2, 1, 5, 5, 4, 3, 2, 2, 1, 4, 3, 4, 4, 1, 5]",4.6824799362,3.1875,0.0539949247,38.0093281269
1,"I: how are you ? being an old man , i am slowing down these days
W: hi , my dad is old as well , they live close to me and i see them often
I: that is a great thing honor your dad with your presence
W: sure , i pick him up for church every sunday with my ford pickup
I: sounds wonderful my wheelchair can go very fast on various terrains
W: i guess that means you do not go hunting often ? i love hunting , i own 3 guns
I: hunting ? i served in the marines , yes i hunt
W: yeah me too , i am conservative so i love church and hunting
I: what do you like to hunt ? do you ever fish ?
W: fishing is good . i love fishing as well
I: fishing is a better choice sometimes for my one leg
W: yes that must be hard , i hope things get better for you
I: i enjoy life , it is what it is these days .
W: yes i agree . i try to enjoy life too , whenever i am not working
I: well , you better enjoying working so you can enjoy more of your time .
W: yeah but i go to church every sunday so my weekends are usually booked
",1,"[5, 1, 1, 5, 5, 4, 3, 2, 1, 1, 4, 2, 4, 4, 1, 5]",5.4607746472,3.0,0.2280626336,38.8073961735
21,"I: hello there , how are you today ?
W: just as fantastic as i possibly can be and yourself ?
I: i am doing so good thank you ! lots of studying tonight for me .
W: what are you studying , may i ask ?
I: i am studying law currently . kind of a challenge but worth it !
W: cool i am in jail right now so can i ask you some questions ?
I: wow i am sorry to hear that . sure ask away .
W: so i am here for selling sea monkeys like you see in comic books
I: really ? that sounds really interesting . how does that work ?
W: what do you mean ? i got convicted for mail fraud cuz sea monkeys do not exist
I: i always thought they were real ! oh now i understand what happened .
W: yes i thought they were real too , i got duped by my supplier
I: your lawyer should have helped you . we did not learn much about fraud yet .
W: yeah i had this tiny little nun public defender she slapped witnesses with a ruler !
I: that is disappointing . sorry my dog max was talking to me .
W: next thing i know i am peeling onions and my cell mates cat is pissing on my bunk !
",1,"[5, 1, 3, 5, 5, 4, 5, 3, 5, 1, 4, 4, 1, 4, 1, 5]",-0.1347638937,3.5,0.222911285,39.7171328068
30,"I: hi there . how are you ?
W: i am great . what are you doing up so late ?
I: i don not know . i should be asleep . i am more of an early bird . you ?
W: i am definitely a night owl . you know chatting will nott help you sleep .
I: i know i have been working on s quilt and i do not wanna put it down
W: i know how that is . i love to craft but being colorblind makes it hard
I: oh really that sucks . what do you usually like to do then ?
W: i love to sing . sometimes i go sing karaoke .
I: oh fun . i have not done karaoke in a long time lol
W: you should , it is great fun !
I: i do not have much time . i homeschool my son so all my energy goes into that .
W: that must be a lot of work but very rewarding i bet
I: it is . i enjoy spending time with him . do you have kids ?
W: not yet . i have not found the right man to settle down with .
I: you will find the perfect man . been with my husband for 12 years now . its great .
W: that is a long time . good job ! i am envious
",1,"[5, 1, 1, 5, 5, 5, 4, 2, 1, 3, 5, 1, 4, 4, 1, 4]",5.3433018623,3.1875,0.2168291594,41.2757155895
31,"I: hi , i enjoy bodybuilder , what do you do for fun ?
W: i like to be outdoors . hiking , camping , you know
I: do you eat a lot of meat outdoors ? like hunting ? i love meat
W: sometimes i will fish on my trips , but that is it .
I: nice , do you go alone or with siblings ? i go with my brother fishing
W: i do not have any siblings . i go alone or with friends
I: wow , what does your mom do ? my mom works as a secretary
W: she is a nurse in a hospital
I: nice , please tell me more
W: there is not much to tell . i drive her to work sometimes in my truck
I: do you body build at all like me ?
W: no , i never got into it
I: well you should , my brother loves bodybuilding
W: good for him . i love my stereo
I: what other things do you like to do ?
W: fix things on my truck
",1,"[5, 1, 1, 5, 4, 4, 4, 1, 1, 3, 4, 1, 3, 3, 1, 5]",4.7542266135,2.875,0.3822891173,42.2651588917
22,"I: hi how are you doing ?
W: i am well an you ? like dogs .
I: yes i have 2 german shepards
W: names ? i have 3 dogs
I: i have a boy and a girl diesel and nala
W: awe how old are they ?
I: 26 where did you go to school i attended university of mississippi
W: i went here in ohio like pizza ?
I: yes i do i usually order it every friday i am a real estate agent
W: what is your favorite holiday ?
I: earth day since that what i do environmentalist
W: my fav is christmas i love that day
I: for the presents ? or family
W: both i just love it , need your hair done ?
I: i need a trim is that what you do ?
W: yes i can do all that when you need me ?
",1,"[5, 1, 1, 5, 5, 3, 2, 3, 1, 2, 3, 2, 2, 2, 1, 3]",5.9851403422,2.5625,0.2584824691,44.0775089264
2,"I: hey , are you a student , i traveled a lot , i even studied abroad
W: no , i work full time at a nursing home . i am a nurses aide .
I: nice , i just got a advertising job myself . do you like your job ?
W: nice . yes i do . caring for people is the joy of my life .
I: nice my best friend is a nurse , i knew him since kindergarten
W: very cool . do you have pets ?
I: no i do not , do you ?
W: yes . two dogs and a cat . they are my babies .
I: nice , where do you live ? i resign in north dakota
W: i live in texas . i love riding my bike here .
I: are you a christian ? i am jewish
W: yes i am . i have always been a christian .
I: i am jewish but i am not religious all that much
W: oh really ? so you do not go to church often ?
I: i mostly go to the mosque on my free time
W: i see . that is very cool . i enjoy hearing about other practices .
",1,"[5, 1, 1, 5, 5, 3, 4, 3, 1, 1, 3, 2, 3, 3, 1, 5]",4.1903027652,2.875,0.2252077091,45.2598834038
4,"I: hey there . how are you ?
W: good , do you like animals ?
I: yeah , i like cats . i have one .
W: i have 2 dogs , they are great , where do you work ?
I: i stay at home with the kids .
W: are you afraid of heights ? i certainly am
I: no . do you like tv ?
W: sure i like tv , what do you watch ?
I: really anything , what about you ?
W: i do not have time to watch tv , i am an attorney so i work alot
I: i am not a very active person .
W: i certainly am , i am part native american , i live here in oklahoma
I: oh . tell me something about yourself .
W: well i do not like heights very much and i love animals . what about you ?
I: i am a boring person .
W: i am not much fun either . so what else is new with you ?
",1,"[5, 1, 1, 5, 5, 4, 4, 5, 1, 3, 5, 1, 5, 3, 1, 5]",4.0853137872,3.375,0.2936349278,46.4257800579
35,"I: hi , how has your day been ?
W: great and how was your day ?
I: long day at work . teaching elementary wears me out .
W: i can imagine . i thought about having children but i am not ready yet .
I: it is worth it when the time comes ! what do you do ?
W: i am in fashion design school . i want to have my own fashion line one day .
I: oh my wife wanted to do the same thing . cooking is my passion .
W: what dish do you like to cook the most ?
I: honey teriyaki glazed salmon on the grill
W: yum . that sounds absolutely delicious . i would love to try it .
I: i also really enjoy reading . any other hobbies you have outside of fashion ?
W: i have been doing community service for stealing .
I: oh no ! well at least that will take it off of your record
W: i have been so confused lately . my parents were never there .
I: i hope you have some people now to reach out too
W: i had a best friend but she took my boyfriend . we no longer speak .
",1,"[5, 1, 1, 5, 4, 4, 3, 5, 1, 3, 5, 2, 3, 4, 1, 5]",3.0173930432,3.25,0.3006351311,46.3733148575
32,"I: hello how are you ?
W: i am fine shopping for clothes wyd ?
I: what kind of clothes ? i am just playing with ginger my golden retriever
W: i like jeans an boots
I: what is your favorite store ? i did not shop at all when i studied abroad
W: amazon is my favorite store , you cannot go wrong .
I: do you not worry about trying on clothes first ? i buy model cards from there
W: no i pick pretty well trust me
I: do you have any kids ? i just had my first daughter
W: no i do not an have a good 12
I: do you want any kids ? what is your favorite movie ?
W: i do but not now
I: have a boyfriend ? girlfriend ?
W: i do not especially becoming a certified nurse !
I: that must be a hard job do you enjoy it ?
W: yes i love it an shopping an my sis
",1,"[5, 1, 1, 5, 5, 3, 1, 2, 1, 3, 4, 3, 4, 2, 1, 4]",7.1802855887,2.8125,0.2666882617,48.6274657249
38,"I: hello , i love fashion and hope to be a doctor one day . you ?
W: hello , i am an accountant from ohio . i have two boys and i am single .
I: student , male , divorced , ex named doug . i own a beetle .
W: oh a beetle how cool . i have a boring honda civic . what are your hobbies ?
I: wow ! i make book covers in my free time . i am published also .
W: how amazing ! i love to go hiking . what books have you written ?
I: angel investor and if i can help someone are my recent books . hiking huh ?
W: very cool ! yes , i love to hike you get some beautiful views !
I: you are right ! if you take pictures you can sell them online . i love clothes .
W: i never thought of that . i love clothes as well .
I: i will attend au next year . i continue to write while studying medicine .
W: good luck , being a doctor is hard . maybe you will write medical books .
I: not a chance ! i love making up stories . medicine is too real sometimes .
W: ah , fiction books . as long as you are doing what you love you can not go wrong .
",1,"[5, 1, 1, 5, 5, 5, 3, 4, 2, 3, 5, 1, 1, 4, 1, 5]",3.6853717273,3.1875,0.1613494697,48.729278326
20,"I: hi ! i drive a ford truck ! what o you drive ?
W: i drive a toyota ! what is your favorite band ?
I: a christian rock band called p . o . d .
W: i am still rocking to nirvana . i love animals !
I: that is cool ! i grew up super conservative
W: my grandfather , all my uncles and my dad were police officers .
I: my dad , who lives right down the street , is a police officer too !
W: i have always wanted to be a cop . i work with animals .
I: i love animals ! since i grew up conservative i got to church every sunday
W: that is pretty sweet . i love making everyday sunday i cant get him off my mind .
I: amen ! what do you do for fun ?
W: i like to run , create art , and take naps ! how about you ?
I: naps are my favorite ! i like to shoot guns and ride horses
W: i want a ranch full of animals . i am getting hungry . i need to start making dinner .
I: i was just thinking the same thing !
W: what are you going to make ? give me some ideas ! !
",1,"[5, 1, 1, 5, 5, 4, 3, 5, 1, 1, 5, 1, 3, 4, 1, 5]",3.7007373926,3.125,0.2242326439,50.3720734119
14,"I: hello there . how are you today ?
W: oh i am so well ! how are you my land friend ?
I: great , thanks . getting ready to go to work , so my wife can spend it .
W: oh i spend most of my time at school , when i am not in the water .
I: i spend most of my time playing poker . i have triplets . they are everywhere .
W: how sweet ! do you live on land ? i live way under the sea !
I: unfortunately , i live on land . i am a boat builder , a carpenter .
W: oh so you have legs and feet ?
I: i do . can i send my only girl to be a mermaid like you ?
W: well if you can find a sea hag to turn her into one .
I: wonder if that is what my mother in law is ?
W: no mother in laws i hear are far worse .
I: they are . i have had two of them .
W: you have two ? do you have two wives ?
",1,"[5, 1, 1, 5, 5, 3, 2, 4, 4, 1, 4, 1, 1, 4, 1, 3]",3.6567575973,2.8125,0.2825420107,52.0987064838
59,"W: Hi there! I'm [username].
I: Hello! I'm [username].
W: Where are you from?
I: I'm from Colorado.
W: Oh, nice! I'm from Ohio.
I: Cool! What do you do for fun?
W: I like to go hiking, camping, and fishing.
I: I love hiking and fishing too! I'm also allergic to shellfish.
W: Oh, that's too bad. I love shellfish.
I: Yeah, it is. But I can still eat fish and other seafood.
W: That's good!
I: What do you do for work?
W: I'm an accountant.
I: Oh, cool! I work for a company that rents properties.
W: That sounds interesting.
I: It is. I get to meet a lot of different people.
W: That's good.
I: Do you have any kids?
W: Yes, I have two boys.
I: Oh, that's great!
W: Yeah, they're my pride and joy.
I: I bet.
W: So, what do you like to do for fun?
I: I like to go hunting, fishing, and working on cars.
W: Oh, that's cool! I like to go hiking, camping, and fishing.
I: We should go fishing sometime.
W: That would be fun!
I: I'll bring my boat.
W: Great! I'll bring the snacks.
I: Sounds like a plan.",-1,"[5, 1, 1, 1, 1, 4, 5, 4, 1, 3, 4, 1, 1, 4, 1, 5]",-2.124766071619972,2.625,0.49936561615392366,16.902753114700317
63,"W: Hi, I'm [name].
I: Hi [name], I'm [name].
W: It's nice to meet you! What do you like to do for fun?
I: I like to go hiking, read, and play video games.
W: Oh, that sounds fun! I like to hike and play video games too.
I: Cool! What's your favorite video game?
W: My favorite video game is probably The Legend of Zelda: Breath of the Wild.
I: Oh, I love that game! It's so beautiful.
W: Yeah, it is! What's your favorite part about it?
I: I love the exploration and the freedom to do whatever you want.
W: Me too! It's so much fun to just wander around and discover new things.
I: Yeah, it is! So, what else do you like to do for fun?
W: I like to go to the movies, go out to eat, and spend time with my friends and family.
I: Cool! I like to do those things too.
W: So, where are you from?
I: I'm from Ohio.
W: Oh, cool! I've never been to Ohio.
I: You should come visit! There's a lot to see and do here.
W: I might just do that!
I: You won't regret it.
W: I'm sure I won't! So, what do you do for work?
I: I'm an accountant.
W: Oh, cool! I've always been curious about accounting.
I: It's not as exciting as it seems, but it's a good job.
W: I'm sure it is. So, what's your family like?
I: I have two boys and I'm a single mom.
W: Oh, that must be tough.
I: It can be, but it's also very rewarding.
W: I'm sure it is. So, what do you like to do with your kids?
I: We like to go to the park, go swimming, and play games.
W: That sounds like a lot of fun!
I: It is! So, what do you think? Do you want to exchange numbers?
W: Sure, that would be great!",-1,"[5, 1, 1, 1, 1, 5, 5, 5, 1, 2, 5, 1, 3, 5, 1, 3]",-1.8318681669410934,2.8125,0.4694271708743152,17.633431434631348
95,"W: Hi! I'm (name).
I: Hi (name), I'm (name).
W: What are you doing today?
I: Not much, just hanging out. What about you?
W: I'm going to the park with my friends.
I: That sounds fun! I love the park.
W: Me too! What's your favorite thing to do at the park?
I: I like to play sports, like soccer and basketball.
W: Cool! I like to play sports too. What else do you like to do?
I: I like to read and watch movies. What about you?
W: I like to read and watch movies too. I also like to play video games.
I: Oh, cool! What video games do you like to play?
W: I like to play a lot of different games, but my favorite is probably Minecraft.
I: I've heard of that game. It looks fun.
W: It is! It's a really creative game.
I: What else do you like to do?
W: I like to go to the movies and hang out with my friends.
I: Me too! I like to go to the movies and watch movies with my friends.
W: That's cool! I'm glad we have similar interests.
I: Me too! I think we're going to get along great.",-1,"[5, 1, 1, 1, 1, 5, 5, 5, 1, 1, 4, 1, 3, 4, 1, 4]",-1.6060245258736454,2.6875,0.43498243393181574,18.333076238632202
81,"W: Hi, I'm [user 1's name]!
I: Hi, I'm [user 2's name]!
W: What do you like to do for fun?
I: I like to go hiking and camping. I also like to cook.
W: What do you like to cook?
I: I like to cook all kinds of food, but I especially like to cook meat.
W: Me too! I'm a bodybuilder, so I eat a lot of meat.
I: That's cool! I've always wanted to be a bodybuilder.
W: It's a lot of work, but it's also a lot of fun.
I: I'm sure it is. What's your workout routine like?
W: I work out three days a week, and I do a lot of weight lifting.
I: Wow, that's a lot of work! I don't think I could handle that.
W: It's not as bad as it sounds. I actually enjoy it.
I: Well, it's definitely working for you. You look great!
W: Thanks! I appreciate it.
I: So, what are you doing this weekend?
W: I'm not sure yet. I might go hiking or camping.
I: That sounds fun! I'm going to go camping with my friends.
W: That sounds like a lot of fun.
I: Yeah, it should be.
W: Well, I should probably get going. It was nice talking to you.
I: You too! Have a nice weekend.
W: You too!",-1,"[5, 1, 1, 1, 1, 5, 5, 4, 1, 1, 5, 1, 3, 5, 3, 5]",-1.3953294186178988,2.9375,0.4544916590006132,19.208801984786987
62,"W: Hi, I'm [user 1 name].
I: Hi, I'm [user 2 name].
W: What do you do for a living?
I: I'm a registered nurse at a pediatric hospital.
W: Oh, that's cool. I'm a kennel cleaner at an animal shelter.
I: Oh, that's interesting. What's that like?
W: It's a lot of work, but it's also really rewarding. I love working with animals.
I: That's great. I love animals too. Do you have any pets?
W: I have a cat and a dog.
I: Oh, that's great. What are their names?
W: My cat's name is Mittens, and my dog's name is Toby.
I: Those are great names.
W: Thanks. What's your favorite food?
I: My favorite food is pizza.
W: Mine too! I love pizza.
I: What's your favorite type of pizza?
W: I like pepperoni and pineapple.
I: Oh, that's a good combination.
W: I also like bacon and green peppers.
I: I've never tried that before, but it sounds good.
W: It is. It's my favorite.
I: Well, I'm glad we have something in common.
W: Me too.
I: So, what do you like to do for fun?
W: I like to read, go for walks, and spend time with my pets.
I: That sounds like fun. I like to read, go for walks, and watch movies.
W: Oh, I like movies too. What's your favorite movie?
I: My favorite movie is One Tree Hill.
W: I've never seen that. Is it good?
I: It's a great show. It's about a group of friends who grow up together in North Carolina.
W: Oh, that sounds interesting. I might have to check it out.
I: I think you would like it.
W: I'm glad we're getting to know each other.
I: Me too.
W: I'm having a good time chatting with you.
I: Me too.
W: I'm glad to hear that.",-1,"[5, 1, 1, 1, 1, 5, 5, 5, 1, 5, 5, 1, 4, 5, 1, 5]",-1.5048299610748073,3.1875,0.42734944899028815,20.177282571792603
98,"W: Hi, I'm [name].
I: Hi, I'm [name].
W: It's nice to meet you.
I: You too.
W: What do you like to do for fun?
I: I like to run, I like pets, and I like Nirvana.
W: That's cool. I like to swim, I have a convertible mustang, and I'm a kindergarten teacher.
I: Oh, that's cool. Do you like it?
W: I love it! I love working with kids, and I love being outdoors.
I: That's great! I'm a customer service representative at PetSmart.
W: Oh, that's cool. Do you like it?
I: I do, it's fun. I get to help people with their pets.
W: That's great.
I: What's your favorite thing about teaching?
W: I love seeing kids learn and grow. It's so rewarding.
I: That's great. What's the best thing about your convertible mustang?
W: I love the wind in my hair and the feeling of the sun on my face.
I: That sounds amazing.
W: It is. What's your favorite band?
I: I love Nirvana. They're my favorite band.
W: Oh, that's cool. I like them too. I love their music.
I: Me too. I love the way they mix grunge and punk rock.
W: I agree. They're so good.
I: Yeah, they're one of my favorite bands.
W: Me too.
I: Well, it was nice talking to you.
W: You too.",-1,"[5, 1, 1, 1, 1, 5, 5, 5, 1, 1, 5, 1, 4, 4, 1, 5]",-1.8097962548684055,2.875,0.6546925121848103,19.162221908569336
96,"W: Hi, my name is [user 1 name].
I: Hi, nice to meet you [user 1 name]. My name is [user 2 name].
W: What do you do for a living?
I: I'm a real estate agent.
W: Oh, that's cool. I've always been interested in real estate.
I: Yeah, it's a good job. I get to meet a lot of people and help them find their dream homes.
W: That's really cool. I'm sure you're good at it.
I: Thanks, I try to be.
W: So, what's your favorite part of your job?
I: I like helping people find their dream homes. It's really rewarding to help someone make a big decision like that.
W: That's awesome. I'm sure it's a lot of work, but it's worth it.
I: Yeah, it can be a lot of work, but it's always worth it when I see someone's face light up when they find their dream home.
W: That's such a great feeling.
I: Yeah, it is.
W: So, what's the most interesting experience you've had while working as a real estate agent?
I: I once helped a family find their dream home. They were a young couple with two young children, and they were looking for a house in a good school district. I showed them a few houses, and they eventually fell in love with a house in a neighborhood that was close to the children's schools. The couple was so happy with the house, and they were so grateful to me for helping them find it.
W: That's amazing. I'm so glad you were able to help them find their dream home.
I: Me too. It was a great feeling.
W: So, what are your plans for the future?
I: I'm not sure. I'm still enjoying my job as a real estate agent, but I'm open to new opportunities.
W: Well, I'm sure you'll do great whatever you decide to do.
I: Thanks, I appreciate that.",-1,"[5, 1, 1, 1, 1, 5, 5, 5, 1, 3, 5, 1, 1, 5, 1, 2]",-2.2054722528462123,2.6875,0.3403076958377005,20.667686223983765
83,"W: Hey, I'm [user 1's name].
I: Hi, I'm [user 2's name].
W: Nice to meet you! What do you like to do for fun?
I: I love to cosplay, and I'm homeschooled.
W: That's cool! I've always wanted to try cosplay.
I: It's a lot of fun! I love getting to be someone else for a while.
W: I'm sure you're really good at it.
I: Thanks! I try my best.
W: What's your favorite cosplay you've done?
I: I'm not sure. I really like my Harley Quinn cosplay, but I also like my Sailor Moon cosplay.
W: Both of those are great! I'm sure you look amazing in them.
I: Thanks! I think I do too.
W: So, what's it like being homeschooled?
I: It's great! I get to learn at my own pace and focus on the things I'm interested in.
W: I can see how that would be beneficial.
I: It is. I'm really glad I'm homeschooled.
W: What do you want to do when you grow up?
I: I'm not sure yet. I'm still trying to figure that out.
W: That's okay. You have plenty of time to figure it out.
I: Thanks. I appreciate that.
W: So, what do you do for fun besides cosplay?
I: I like to read, write, and play video games.
W: I like to read too! What kind of books do you like to read?
I: I like to read all kinds of books, but I especially like science fiction and fantasy.
W: Me too! I love getting lost in a good book.
I: Me too! I think it's the best way to relax.
W: I agree.
I: So, what are you reading right now?
W: I'm reading a book called ""The Martian."" It's about an astronaut who gets stranded on Mars.
I: I've heard good things about that book. I've been meaning to read it.
W: You should! It's really good.
I: I will!
W: So, what else do you like to do for fun?
I: I like to go to the movies, hang out with my friends, and play video games.
W: I like to do those things too!
I: Great! We should hang out sometime.
W: I'd love to",-1,"[5, 1, 2, 1, 1, 5, 5, 5, 1, 1, 5, 1, 2, 5, 1, 3]",-2.797084060642761,2.75,0.429784941416303,21.14751648902893
88,"W: Hi, what do you do for fun?
I: I like to go hiking in my spare time. It's a great way to get outside and get some exercise.
W: That's awesome! I like to hike too. Where do you like to hike?
I: I usually hike in the Appalachian Mountains. There are a lot of great trails there.
W: I've never been to the Appalachian Mountains, but I've heard great things about them.
I: You should definitely go! It's a beautiful place.
W: I'll have to add it to my list of places to visit.
I: What about you? What do you like to do for fun?
W: I love shopping for fashion and clothes. I'm going to be a freshman at Auburn University next year, and I'm really excited to start shopping for new clothes.
I: Oh, that's great! I'm sure you'll have a lot of fun shopping for clothes at Auburn. It's a great place to find stylish clothes.
W: I know! I'm so excited to start my new life there.
I: I'm sure you'll do great things. You seem like a very driven person.
W: Thank you! I appreciate that.
I: So, what do you want to be when you grow up?
W: I want to be a doctor. I've always been fascinated by the human body and I want to help people.
I: That's a great goal! I'm sure you'll be an amazing doctor.
W: Thanks! I'm working hard to make it happen.
I: I know you will. You seem like a very determined person.",-1,"[5, 1, 1, 1, 1, 5, 5, 4, 1, 1, 5, 1, 5, 5, 1, 5]",-1.2221604610930248,2.9375,0.5426045585698231,23.02345871925354
99,"W: What do you like to do for fun?
I: I love playing ultimate frisbee! It's a great way to get exercise and meet new people.
W: That sounds like fun! I've never played before, but I'm always up for trying new things.
I: You should definitely give it a try! It's a lot of fun, and it's a great way to get out and be active.
W: I'll have to look into it! I'm sure I could find a group to play with somewhere.
I: You definitely could! There are lots of ultimate frisbee leagues and tournaments all over the place.
W: That's good to know! I'm excited to give it a try.
I: You won't be disappointed!
W: What's your favorite season?
I: My favorite season is autumn. I love the cool weather, the falling leaves, and the pumpkin spice everything!
W: I love autumn too! The weather is perfect for going on hikes and camping.
I: Me too! I love spending time outdoors in the fall.
W: What do you like to do in the fall?
I: I love going hiking, camping, and playing ultimate frisbee. I also love watching football games.
W: Football is my favorite sport! I love watching the Auburn Tigers play.
I: I'm not really a football fan, but I love watching the Auburn Tigers play too!
W: They're having a great season this year!
I: I know! I can't wait to see how they do in the playoffs.
W: Me too! I'm sure they'll make it to the championship game.
I: I hope so! They've been playing so well this year.
W: So, what are you doing after graduation?
I: I'm not sure yet. I'm thinking about going to college, but I'm not sure where I want to go.
W: Well, you have plenty of time to decide. Just make sure you pick a school that's a good fit for you.
I: I will. Thanks for the advice!
W: No problem!",-1,"[5, 1, 2, 1, 1, 5, 5, 5, 1, 2, 5, 1, 3, 5, 1, 5]",-2.7134734171965094,3.0,0.50130516471958,22.483673334121704
72,"W: Hi, I'm [name]. What's your name?
I: Hi, I'm [name].
W: It's nice to meet you, [name]. What do you do for a living?
I: I'm a hair stylist.
W: Oh, that's cool! I've never met a hair stylist before.
I: Really? What do you do for a living?
W: I'm an environmentalist.
I: Oh, that's interesting! What kind of work do you do?
W: I work on a lot of different projects, but I mostly focus on protecting our natural resources.
I: That's really important work.
W: Thanks! It's something I'm passionate about.
I: So, what's your favorite thing about being an environmentalist?
W: I love being able to make a difference in the world. I also love working with other people who are passionate about the same things I am.
I: That's awesome.
W: So, what's your favorite thing about being a hair stylist?
I: I love being able to make people feel good about themselves. I also love the creativity involved in hair styling.
W: That's great.
I: So, what do you like to do for fun?
W: I like to go hiking, camping, and fishing. I also like to spend time with my family and friends.
I: That sounds like fun.
W: So, what's your favorite holiday?
I: My favorite holiday is Christmas. I love spending time with my family and friends and opening presents.
W: That's my favorite holiday too!
I: It's great to meet someone who has the same favorite holiday as me.
W: Me too.",-1,"[4, 1, 1, 1, 1, 4, 4, 5, 1, 3, 4, 1, 3, 4, 1, 4]",-2.3221163124007314,2.625,0.7858006532617969,24.084769010543823
85,"W: I'm a teacher, I like to cook and read, I am married with kids, and I'm a proud Republican.
I: I want to be a fashion designer, I was arrested for stealing, I want children badly but not right now, my parents were always gone when I was growing up, and my best friend took my boyfriend in high school.
W: What are some of your favorite books?
I: I love all kinds of books, but my favorite authors are Jane Austen, George Orwell, and Harper Lee.
W: I love Jane Austen too! What's your favorite book by her?
I: I think my favorite is Persuasion. I love the characters and the story.
W: Persuasion is a great book. I love the way Austen writes about relationships.
I: Me too! She's such a talented writer.
W: So, what do you do for fun?
I: I love to go shopping, I like to go out to eat, and I love to watch movies.
W: What kind of movies do you like to watch?
I: I like all kinds of movies, but I especially like romantic comedies and action movies.
W: I like romantic comedies too! What's your favorite romantic comedy?
I: I think my favorite is When Harry Met Sally.
W: That's a great movie! I love the ending.
I: Me too! It's so perfect.
W: So, what are your plans for the future?
I: I want to be a fashion designer. I've always loved fashion and I think it would be so much fun to design clothes.
W: That sounds like a great goal! I'm sure you'll be a great designer.
I: Thanks! I hope so!
W: So, what are you doing right now?
I: I'm just working and going to school. I'm also trying to save up money to move out of my parents' house.
W: That sounds like a lot of work.
I: It is, but it's worth it.
W: I'm sure it will be.
I: Thanks!",-1,"[5, 1, 1, 1, 1, 5, 5, 5, 1, 1, 5, 1, 2, 5, 1, 5]",-2.677511000577569,2.8125,0.39137144688213615,24.439675092697144
56,"W: Hi there!
I: Hi!
W: What do you like to do for fun?
I: I like to work out, listen to rap music, and eat sushi.
W: That's cool! I like to go to the gym, listen to 80s music, and collect vintage 50s decorations.
I: Vintage 50s decorations? That's interesting! What kind of decorations do you collect?
W: I collect all kinds of things, like old signs, furniture, and clothes. I love the style of the 50s.
I: That's really cool! I've never seen any vintage 50s decorations before.
W: I have a whole room in my house dedicated to my collection. I'll have to show you sometime.
I: I'd love to see it!
W: Sure! So, what's your favorite type of rap music?
I: I like all kinds of rap music, but I mostly listen to old school hip hop.
W: Old school hip hop? That's great! I love that too. I like Run DMC, LL Cool J, and Public Enemy.
I: Me too! Those are some of my favorite artists.
W: I'm glad we have similar tastes in music.
I: Me too!
W: So, what do you do for work?
I: I'm a personal trainer. I help people get fit and healthy.
W: That's great! I'm sure you're a great trainer.
I: Thanks! I try my best.
W: So, how long have you been a personal trainer?
I: For about five years now.
W: Wow, that's a long time!
I: Yeah, it's been a good run.
W: So, what do you like most about being a personal trainer?
I: I love helping people reach their goals. It's so rewarding to see them make progress and improve their health.
W: That's a great answer.
I: Thanks!
W: Well, it was nice talking to you. I hope we can chat again soon.
I: Me too! It was nice talking to you too.",-1,"[5, 1, 2, 1, 1, 5, 5, 5, 1, 1, 4, 1, 3, 5, 2, 5]",-2.2226820810590673,2.9375,0.5416523578696159,25.857852697372437
